,residue,split,target
27905,3ds7.A.62,train,['0009113']
27906,3ds7.A.63,train,['0009113']
27907,3ds7.A.64,train,['0009113']
27908,3ds7.A.65,train,['0009113']
27909,3ds7.A.66,train,['0009113']
27910,3ds7.A.67,train,['0009113']
27911,3ds7.A.68,train,['0009113']
27912,3ds7.A.69,train,['0009113']
27913,3ds7.A.70,train,['0009113']
27914,3ds7.A.71,train,['0009113']
27915,3ds7.A.72,train,['0009113']
27916,3ds7.A.73,train,['0009113']
27917,3ds7.A.74,train,['0009113']
27918,3ds7.A.75,train,['0009113']
27919,3ds7.A.76,train,['0009113']
27920,3ds7.A.77,train,['0009113']
27921,3ds7.A.78,train,['0009113']
27922,3ds7.A.79,train,['0009113']
27923,3ds7.A.80,train,['0009113']
27924,3ds7.A.81,train,['0009113']
27925,5swd.B.14,train,['0009113']
27926,5swd.B.15,train,['0009113']
27927,5swd.B.16,train,['0009113']
27928,5swd.B.17,train,['0009113']
27929,5swd.B.18,train,['0009113']
27930,5swd.B.19,train,['0009113']
27931,5swd.B.20,train,['0009113']
27932,5swd.B.21,train,['0009113']
27933,5swd.B.22,train,['0009113']
27934,5swd.B.23,train,['0009113']
27935,5swd.B.24,train,['0009113']
27936,5swd.B.25,train,['0009113']
27937,5swd.B.26,train,['0009113']
27938,5swd.B.27,train,['0009113']
27939,5swd.B.28,train,['0009113']
27940,5swd.B.29,train,['0009113']
27941,5swd.B.30,train,['0009113']
27942,5swd.B.31,train,['0009113']
27943,5swd.B.32,train,['0009113']
27944,5swd.B.33,train,['0009113']
27945,5swd.B.34,train,['0009113']
27946,5swd.B.35,train,['0009113']
27947,5swd.B.36,train,['0009113']
27948,5swd.B.37,train,['0009113']
27949,5swd.B.38,train,['0009113']
27950,5swd.B.39,train,['0009113']
27951,5swd.B.40,train,['0009113']
27952,5swd.B.41,train,['0009113']
27953,5swd.B.42,train,['0009113']
27954,5swd.B.43,train,['0009113']
27955,5swd.B.44,train,['0009113']
27956,5swd.B.45,train,['0009113']
27957,5swd.B.46,train,['0009113']
27958,5swd.B.47,train,['0009113']
27959,5swd.B.48,train,['0009113']
27960,5swd.B.49,train,['0009113']
27961,5swd.B.50,train,['0009113']
27962,5swd.B.51,train,['0009113']
27963,5swd.B.52,train,['0009113']
27964,5swd.B.53,train,['0009113']
27965,5swd.B.54,train,['0009113']
27966,5swd.B.55,train,['0009113']
27967,5swd.B.56,train,['0009113']
27968,5swd.B.57,train,['0009113']
27969,5swd.B.58,train,['0009113']
27970,5swd.B.59,train,['0009113']
27971,5swd.B.60,train,['0009113']
27972,5swd.B.61,train,['0009113']
27973,5swd.B.62,train,['0009113']
27974,5swd.B.63,train,['0009113']
27975,5swd.B.64,train,['0009113']
27976,5swd.B.65,train,['0009113']
27977,5swd.B.66,train,['0009113']
27978,5swd.B.67,train,['0009113']
27979,5swd.B.68,train,['0009113']
27980,5swd.B.69,train,['0009113']
27981,5swd.B.70,train,['0009113']
27982,5swd.B.71,train,['0009113']
27983,5swd.B.72,train,['0009113']
27984,5swd.B.73,train,['0009113']
27985,5swd.B.74,train,['0009113']
27986,5swd.B.75,train,['0009113']
27987,5swd.B.76,train,['0009113']
27988,5swd.B.77,train,['0009113']
27989,5swd.B.78,train,['0009113']
27990,5swd.B.79,train,['0009113']
27991,5swd.B.80,train,['0009113']
27992,5swd.A.57,train,['0009113']
27993,5swd.A.67,train,['0009113']
27994,5swd.A.61,train,['0009113']
27995,5swd.A.20,train,['0009113']
27996,5swd.A.42,train,['0009113']
27997,5swd.A.60,train,['0009113']
27998,5swd.A.74,train,['0009113']
27999,5swd.A.75,train,['0009113']
28000,5swd.A.72,train,['0009113']
28001,5swd.A.19,train,['0009113']
28002,5swd.A.33,train,['0009113']
28003,5swd.A.46,train,['0009113']
28004,5swd.A.63,train,['0009113']
28005,5swd.A.73,train,['0009113']
28006,5swd.A.59,train,['0009113']
28007,5swd.A.25,train,['0009113']
28008,5swd.A.30,train,['0009113']
28009,5swd.A.51,train,['0009113']
28010,5swd.A.54,train,['0009113']
28011,5swd.A.29,train,['0009113']
28012,5swd.A.68,train,['0009113']
28013,5swd.A.65,train,['0009113']
28014,5swd.A.77,train,['0009113']
28015,5swd.A.64,train,['0009113']
28016,5swd.A.58,train,['0009113']
28017,5swd.A.22,train,['0009113']
28018,5swd.A.35,train,['0009113']
28019,5swd.A.44,train,['0009113']
28020,5swd.A.16,train,['0009113']
28021,5swd.A.52,train,['0009113']
28022,5swd.A.38,train,['0009113']
28023,5swd.A.47,train,['0009113']
28024,5swd.A.14,train,['0009113']
28025,5swd.A.76,train,['0009113']
28026,5swd.A.43,train,['0009113']
28027,5swd.A.49,train,['0009113']
28028,5swd.A.32,train,['0009113']
28029,5swd.A.39,train,['0009113']
28030,5swd.A.21,train,['0009113']
28031,5swd.A.26,train,['0009113']
28032,5swd.A.56,train,['0009113']
28033,5swd.A.66,train,['0009113']
28034,5swd.A.55,train,['0009113']
28035,5swd.A.34,train,['0009113']
28036,5swd.A.45,train,['0009113']
28037,5swd.A.48,train,['0009113']
28038,5swd.A.50,train,['0009113']
28039,5swd.A.23,train,['0009113']
28040,5swd.A.28,train,['0009113']
28041,5swd.A.24,train,['0009113']
28042,5swd.A.27,train,['0009113']
28043,5swd.A.31,train,['0009113']
28044,5swd.A.53,train,['0009113']
28045,5swd.A.70,train,['0009113']
28046,5swd.A.69,train,['0009113']
28047,5swd.A.17,train,['0009113']
28048,5swd.A.62,train,['0009113']
28049,5swd.A.41,train,['0009113']
28050,5swd.A.36,train,['0009113']
28051,5swd.A.18,train,['0009113']
28052,5swd.A.15,train,['0009113']
28053,5swd.A.71,train,['0009113']
28054,5swd.A.37,train,['0009113']
28055,5swd.A.40,train,['0009113']
28056,6uc8.B.16,train,['0009113']
28057,6uc8.B.15,train,['0009113']
28058,6uc8.B.17,train,['0009113']
28059,6uc8.B.18,train,['0009113']
28060,6uc8.B.19,train,['0009113']
28061,6uc8.B.20,train,['0009113']
28062,6uc8.B.21,train,['0009113']
28063,6uc8.B.22,train,['0009113']
28064,6uc8.B.23,train,['0009113']
28065,6uc8.B.24,train,['0009113']
28066,6uc8.B.25,train,['0009113']
28067,6uc8.B.26,train,['0009113']
28068,6uc8.B.27,train,['0009113']
28069,6uc8.B.28,train,['0009113']
28070,6uc8.B.29,train,['0009113']
28071,6uc8.B.30,train,['0009113']
28072,6uc8.B.31,train,['0009113']
28073,6uc8.B.32,train,['0009113']
28074,6uc8.B.33,train,['0009113']
28075,6uc8.B.34,train,['0009113']
28076,6uc8.B.35,train,['0009113']
28077,6uc8.B.36,train,['0009113']
28078,6uc8.B.37,train,['0009113']
28079,6uc8.B.38,train,['0009113']
28080,6uc8.B.39,train,['0009113']
28081,6uc8.B.40,train,['0009113']
28082,6uc8.B.41,train,['0009113']
28083,6uc8.B.42,train,['0009113']
28084,6uc8.B.43,train,['0009113']
28085,6uc8.B.44,train,['0009113']
28086,6uc8.B.45,train,['0009113']
28087,6uc8.B.46,train,['0009113']
28088,6uc8.B.47,train,['0009113']
28089,6uc8.B.48,train,['0009113']
28090,6uc8.B.49,train,['0009113']
28091,6uc8.B.50,train,['0009113']
28092,6uc8.B.51,train,['0009113']
28093,6uc8.B.52,train,['0009113']
28094,6uc8.B.53,train,['0009113']
28095,6uc8.B.54,train,['0009113']
28096,6uc8.B.55,train,['0009113']
28097,6uc8.B.56,train,['0009113']
28098,6uc8.B.57,train,['0009113']
28099,6uc8.B.58,train,['0009113']
28100,6uc8.B.59,train,['0009113']
28101,6uc8.B.60,train,['0009113']
28102,6uc8.B.61,train,['0009113']
28103,6uc8.B.62,train,['0009113']
28104,6uc8.B.63,train,['0009113']
28105,6uc8.B.64,train,['0009113']
28106,6uc8.B.65,train,['0009113']
28107,6uc8.B.66,train,['0009113']
28108,6uc8.B.67,train,['0009113']
28109,6uc8.B.68,train,['0009113']
28110,6uc8.B.69,train,['0009113']
28111,6uc8.B.70,train,['0009113']
28112,6uc8.B.71,train,['0009113']
28113,6uc8.B.72,train,['0009113']
28114,6uc8.B.73,train,['0009113']
28115,6uc8.B.74,train,['0009113']
28116,6uc8.B.75,train,['0009113']
28117,6uc8.B.76,train,['0009113']
28118,6uc8.B.77,train,['0009113']
28119,6uc8.B.78,train,['0009113']
28120,6uc8.B.79,train,['0009113']
28121,6uc8.B.80,train,['0009113']
28122,6uc8.B.81,train,['0009113']
28123,5uza.X.14,train,['0009113']
28124,5uza.X.15,train,['0009113']
28125,5uza.X.16,train,['0009113']
28126,5uza.X.17,train,['0009113']
28127,5uza.X.18,train,['0009113']
28128,5uza.X.19,train,['0009113']
28129,5uza.X.20,train,['0009113']
28130,5uza.X.21,train,['0009113']
28131,5uza.X.22,train,['0009113']
28132,5uza.X.23,train,['0009113']
28133,5uza.X.24,train,['0009113']
28134,5uza.X.25,train,['0009113']
28135,5uza.X.26,train,['0009113']
28136,5uza.X.27,train,['0009113']
28137,5uza.X.28,train,['0009113']
28138,5uza.X.29,train,['0009113']
28139,5uza.X.30,train,['0009113']
28140,5uza.X.31,train,['0009113']
28141,5uza.X.32,train,['0009113']
28142,5uza.X.33,train,['0009113']
28143,5uza.X.34,train,['0009113']
28144,5uza.X.35,train,['0009113']
28145,5uza.X.36,train,['0009113']
28146,5uza.X.37,train,['0009113']
28147,5uza.X.38,train,['0009113']
28148,5uza.X.39,train,['0009113']
28149,5uza.X.40,train,['0009113']
28150,5uza.X.41,train,['0009113']
28151,5uza.X.42,train,['0009113']
28152,5uza.X.43,train,['0009113']
28153,5uza.X.44,train,['0009113']
28154,5uza.X.45,train,['0009113']
28155,5uza.X.46,train,['0009113']
28156,5uza.X.47,train,['0009113']
28157,5uza.X.48,train,['0009113']
28158,5uza.X.49,train,['0009113']
28159,5uza.X.50,train,['0009113']
28160,5uza.X.51,train,['0009113']
28161,5uza.X.52,train,['0009113']
28162,5uza.X.53,train,['0009113']
28163,5uza.X.54,train,['0009113']
28164,5uza.X.55,train,['0009113']
28165,5uza.X.56,train,['0009113']
28166,5uza.X.57,train,['0009113']
28167,5uza.X.58,train,['0009113']
28168,5uza.X.59,train,['0009113']
28169,5uza.X.60,train,['0009113']
28170,5uza.X.61,train,['0009113']
28171,5uza.X.62,train,['0009113']
28172,5uza.X.63,train,['0009113']
28173,5uza.X.64,train,['0009113']
28174,5uza.X.65,train,['0009113']
28175,5uza.X.66,train,['0009113']
28176,5uza.X.67,train,['0009113']
28177,5uza.X.68,train,['0009113']
28178,5uza.X.69,train,['0009113']
28179,5uza.X.70,train,['0009113']
28180,5uza.X.71,train,['0009113']
28181,5uza.X.72,train,['0009113']
28182,5uza.X.73,train,['0009113']
28183,5uza.X.74,train,['0009113']
28184,5uza.X.75,train,['0009113']
28185,5uza.X.76,train,['0009113']
28186,5uza.X.77,train,['0009113']
28187,5uza.X.78,train,['0009113']
28188,5uza.X.79,train,['0009113']
28189,5uza.X.80,train,['0009113']
28190,5uza.X.81,train,['0009113']
28191,5uza.X.82,train,['0009113']
28192,2eet.A.16,train,['0009113']
28193,2eet.A.15,train,['0009113']
28194,2eet.A.17,train,['0009113']
28195,2eet.A.18,train,['0009113']
28196,2eet.A.19,train,['0009113']
28197,2eet.A.20,train,['0009113']
28198,2eet.A.21,train,['0009113']
28199,2eet.A.22,train,['0009113']
28200,2eet.A.23,train,['0009113']
28201,2eet.A.24,train,['0009113']
28202,2eet.A.25,train,['0009113']
28203,2eet.A.26,train,['0009113']
28204,2eet.A.27,train,['0009113']
28205,2eet.A.28,train,['0009113']
28206,2eet.A.29,train,['0009113']
28207,2eet.A.30,train,['0009113']
28208,2eet.A.31,train,['0009113']
28209,2eet.A.32,train,['0009113']
28210,2eet.A.33,train,['0009113']
28211,2eet.A.34,train,['0009113']
28212,2eet.A.35,train,['0009113']
28213,2eet.A.36,train,['0009113']
28214,2eet.A.37,train,['0009113']
28215,2eet.A.38,train,['0009113']
28216,2eet.A.39,train,['0009113']
28217,2eet.A.40,train,['0009113']
28218,2eet.A.41,train,['0009113']
28219,2eet.A.42,train,['0009113']
28220,2eet.A.43,train,['0009113']
28221,2eet.A.44,train,['0009113']
28222,2eet.A.45,train,['0009113']
28223,2eet.A.46,train,['0009113']
28224,2eet.A.47,train,['0009113']
28225,2eet.A.48,train,['0009113']
28226,2eet.A.49,train,['0009113']
28227,2eet.A.50,train,['0009113']
28228,2eet.A.51,train,['0009113']
28229,2eet.A.52,train,['0009113']
28230,2eet.A.53,train,['0009113']
28231,2eet.A.54,train,['0009113']
28232,2eet.A.55,train,['0009113']
28233,2eet.A.56,train,['0009113']
28234,2eet.A.57,train,['0009113']
28235,2eet.A.58,train,['0009113']
28236,2eet.A.59,train,['0009113']
28237,2eet.A.60,train,['0009113']
28238,2eet.A.61,train,['0009113']
28239,2eet.A.62,train,['0009113']
28240,2eet.A.63,train,['0009113']
28241,2eet.A.64,train,['0009113']
28242,2eet.A.65,train,['0009113']
28243,2eet.A.66,train,['0009113']
28244,2eet.A.67,train,['0009113']
28245,2eet.A.68,train,['0009113']
28246,2eet.A.69,train,['0009113']
28247,2eet.A.70,train,['0009113']
28248,2eet.A.71,train,['0009113']
28249,2eet.A.72,train,['0009113']
28250,2eet.A.73,train,['0009113']
28251,2eet.A.74,train,['0009113']
28252,2eet.A.75,train,['0009113']
28253,2eet.A.76,train,['0009113']
28254,2eet.A.77,train,['0009113']
28255,2eet.A.78,train,['0009113']
28256,2eet.A.79,train,['0009113']
28257,2eet.A.80,train,['0009113']
28258,2eet.A.81,train,['0009113']
28259,3rkf.B.25,train,['0009113']
28260,3rkf.B.61,train,['0009113']
28261,3rkf.B.62,train,['0009113']
28262,3rkf.B.36,train,['0009113']
28263,3rkf.B.46,train,['0009113']
28264,3rkf.B.74,train,['0009113']
28265,3rkf.B.71,train,['0009113']
28266,3rkf.B.78,train,['0009113']
28267,3rkf.B.64,train,['0009113']
28268,3rkf.B.65,train,['0009113']
28269,3rkf.B.81,train,['0009113']
28270,3rkf.B.80,train,['0009113']
28271,3rkf.B.52,train,['0009113']
28272,3rkf.B.21,train,['0009113']
28273,3rkf.B.43,train,['0009113']
28274,3rkf.B.66,train,['0009113']
28275,3rkf.B.77,train,['0009113']
28276,3rkf.B.38,train,['0009113']
28277,3rkf.B.29,train,['0009113']
28278,3rkf.B.30,train,['0009113']
28279,3rkf.B.34,train,['0009113']
28280,3rkf.B.56,train,['0009113']
28281,3rkf.B.57,train,['0009113']
28282,3rkf.B.50,train,['0009113']
28283,3rkf.B.22,train,['0009113']
28284,3rkf.B.41,train,['0009113']
28285,3rkf.B.26,train,['0009113']
28286,3rkf.B.31,train,['0009113']
28287,3rkf.B.59,train,['0009113']
28288,3rkf.B.44,train,['0009113']
28289,3rkf.B.49,train,['0009113']
28290,3rkf.B.33,train,['0009113']
28291,3rkf.B.39,train,['0009113']
28292,3rkf.B.17,train,['0009113']
28293,3rkf.B.16,train,['0009113']
28294,3rkf.B.42,train,['0009113']
28295,3rkf.B.68,train,['0009113']
28296,3rkf.B.37,train,['0009113']
28297,3rkf.B.20,train,['0009113']
28298,3rkf.B.40,train,['0009113']
28299,3rkf.B.73,train,['0009113']
28300,3rkf.B.19,train,['0009113']
28301,3rkf.B.72,train,['0009113']
28302,3rkf.B.55,train,['0009113']
28303,3rkf.B.28,train,['0009113']
28304,3rkf.B.24,train,['0009113']
28305,3rkf.B.58,train,['0009113']
28306,3rkf.B.67,train,['0009113']
28307,3rkf.B.35,train,['0009113']
28308,3rkf.B.69,train,['0009113']
28309,3rkf.B.48,train,['0009113']
28310,3rkf.B.76,train,['0009113']
28311,3rkf.B.15,train,['0009113']
28312,3rkf.B.18,train,['0009113']
28313,3rkf.B.32,train,['0009113']
28314,3rkf.B.63,train,['0009113']
28315,3rkf.B.45,train,['0009113']
28316,3rkf.B.75,train,['0009113']
28317,3rkf.B.51,train,['0009113']
28318,3rkf.B.53,train,['0009113']
28319,3rkf.B.70,train,['0009113']
28320,3rkf.B.47,train,['0009113']
28321,3rkf.B.23,train,['0009113']
28322,3rkf.B.79,train,['0009113']
28323,3rkf.B.54,train,['0009113']
28324,3rkf.B.60,train,['0009113']
28325,3rkf.B.27,train,['0009113']
28326,3rkf.C.60,train,['0009113']
28327,3rkf.C.18,train,['0009113']
28328,3rkf.C.35,train,['0009113']
28329,3rkf.C.45,train,['0009113']
28330,3rkf.C.41,train,['0009113']
28331,3rkf.C.32,train,['0009113']
28332,3rkf.C.54,train,['0009113']
28333,3rkf.C.16,train,['0009113']
28334,3rkf.C.70,train,['0009113']
28335,3rkf.C.57,train,['0009113']
28336,3rkf.C.15,train,['0009113']
28337,3rkf.C.33,train,['0009113']
28338,3rkf.C.46,train,['0009113']
28339,3rkf.C.72,train,['0009113']
28340,3rkf.C.71,train,['0009113']
28341,3rkf.C.77,train,['0009113']
28342,3rkf.C.22,train,['0009113']
28343,3rkf.C.28,train,['0009113']
28344,3rkf.C.31,train,['0009113']
28345,3rkf.C.42,train,['0009113']
28346,3rkf.C.49,train,['0009113']
28347,3rkf.C.17,train,['0009113']
28348,3rkf.C.25,train,['0009113']
28349,3rkf.C.20,train,['0009113']
28350,3rkf.C.52,train,['0009113']
28351,3rkf.C.62,train,['0009113']
28352,3rkf.C.23,train,['0009113']
28353,3rkf.C.53,train,['0009113']
28354,3rkf.C.69,train,['0009113']
28355,3rkf.C.56,train,['0009113']
28356,3rkf.C.27,train,['0009113']
28357,3rkf.C.65,train,['0009113']
28358,3rkf.C.80,train,['0009113']
28359,3rkf.C.81,train,['0009113']
28360,3rkf.C.44,train,['0009113']
28361,3rkf.C.37,train,['0009113']
28362,3rkf.C.40,train,['0009113']
28363,3rkf.C.38,train,['0009113']
28364,3rkf.C.48,train,['0009113']
28365,3rkf.C.21,train,['0009113']
28366,3rkf.C.73,train,['0009113']
28367,3rkf.C.67,train,['0009113']
28368,3rkf.C.29,train,['0009113']
28369,3rkf.C.66,train,['0009113']
28370,3rkf.C.24,train,['0009113']
28371,3rkf.C.43,train,['0009113']
28372,3rkf.C.74,train,['0009113']
28373,3rkf.C.34,train,['0009113']
28374,3rkf.C.39,train,['0009113']
28375,3rkf.C.36,train,['0009113']
28376,3rkf.C.51,train,['0009113']
28377,3rkf.C.47,train,['0009113']
28378,3rkf.C.59,train,['0009113']
28379,3rkf.C.79,train,['0009113']
28380,3rkf.C.64,train,['0009113']
28381,3rkf.C.63,train,['0009113']
28382,3rkf.C.61,train,['0009113']
28383,3rkf.C.68,train,['0009113']
28384,3rkf.C.76,train,['0009113']
28385,3rkf.C.78,train,['0009113']
28386,3rkf.C.19,train,['0009113']
28387,3rkf.C.30,train,['0009113']
28388,3rkf.C.58,train,['0009113']
28389,3rkf.C.55,train,['0009113']
28390,3rkf.C.75,train,['0009113']
28391,3rkf.C.26,train,['0009113']
28392,3rkf.C.50,train,['0009113']
28393,3rkf.A.35,train,['0009113']
28394,3rkf.A.53,train,['0009113']
28395,3rkf.A.54,train,['0009113']
28396,3rkf.A.43,train,['0009113']
28397,3rkf.A.39,train,['0009113']
28398,3rkf.A.49,train,['0009113']
28399,3rkf.A.15,train,['0009113']
28400,3rkf.A.34,train,['0009113']
28401,3rkf.A.66,train,['0009113']
28402,3rkf.A.46,train,['0009113']
28403,3rkf.A.62,train,['0009113']
28404,3rkf.A.42,train,['0009113']
28405,3rkf.A.72,train,['0009113']
28406,3rkf.A.45,train,['0009113']
28407,3rkf.A.74,train,['0009113']
28408,3rkf.A.55,train,['0009113']
28409,3rkf.A.58,train,['0009113']
28410,3rkf.A.44,train,['0009113']
28411,3rkf.A.20,train,['0009113']
28412,3rkf.A.78,train,['0009113']
28413,3rkf.A.40,train,['0009113']
28414,3rkf.A.32,train,['0009113']
28415,3rkf.A.52,train,['0009113']
28416,3rkf.A.68,train,['0009113']
28417,3rkf.A.17,train,['0009113']
28418,3rkf.A.50,train,['0009113']
28419,3rkf.A.64,train,['0009113']
28420,3rkf.A.71,train,['0009113']
28421,3rkf.A.80,train,['0009113']
28422,3rkf.A.75,train,['0009113']
28423,3rkf.A.21,train,['0009113']
28424,3rkf.A.25,train,['0009113']
28425,3rkf.A.38,train,['0009113']
28426,3rkf.A.81,train,['0009113']
28427,3rkf.A.26,train,['0009113']
28428,3rkf.A.22,train,['0009113']
28429,3rkf.A.47,train,['0009113']
28430,3rkf.A.63,train,['0009113']
28431,3rkf.A.79,train,['0009113']
28432,3rkf.A.51,train,['0009113']
28433,3rkf.A.61,train,['0009113']
28434,3rkf.A.76,train,['0009113']
28435,3rkf.A.28,train,['0009113']
28436,3rkf.A.70,train,['0009113']
28437,3rkf.A.30,train,['0009113']
28438,3rkf.A.67,train,['0009113']
28439,3rkf.A.36,train,['0009113']
28440,3rkf.A.33,train,['0009113']
28441,3rkf.A.19,train,['0009113']
28442,3rkf.A.65,train,['0009113']
28443,3rkf.A.48,train,['0009113']
28444,3rkf.A.27,train,['0009113']
28445,3rkf.A.16,train,['0009113']
28446,3rkf.A.24,train,['0009113']
28447,3rkf.A.57,train,['0009113']
28448,3rkf.A.23,train,['0009113']
28449,3rkf.A.59,train,['0009113']
28450,3rkf.A.56,train,['0009113']
28451,3rkf.A.60,train,['0009113']
28452,3rkf.A.41,train,['0009113']
28453,3rkf.A.73,train,['0009113']
28454,3rkf.A.37,train,['0009113']
28455,3rkf.A.69,train,['0009113']
28456,3rkf.A.77,train,['0009113']
28457,3rkf.A.31,train,['0009113']
28458,3rkf.A.29,train,['0009113']
28459,3rkf.A.18,train,['0009113']
28460,3rkf.D.21,train,['0009113']
28461,3rkf.D.32,train,['0009113']
28462,3rkf.D.57,train,['0009113']
28463,3rkf.D.27,train,['0009113']
28464,3rkf.D.36,train,['0009113']
28465,3rkf.D.42,train,['0009113']
28466,3rkf.D.56,train,['0009113']
28467,3rkf.D.60,train,['0009113']
28468,3rkf.D.63,train,['0009113']
28469,3rkf.D.53,train,['0009113']
28470,3rkf.D.31,train,['0009113']
28471,3rkf.D.72,train,['0009113']
28472,3rkf.D.74,train,['0009113']
28473,3rkf.D.43,train,['0009113']
28474,3rkf.D.45,train,['0009113']
28475,3rkf.D.62,train,['0009113']
28476,3rkf.D.61,train,['0009113']
28477,3rkf.D.20,train,['0009113']
28478,3rkf.D.39,train,['0009113']
28479,3rkf.D.28,train,['0009113']
28480,3rkf.D.18,train,['0009113']
28481,3rkf.D.26,train,['0009113']
28482,3rkf.D.50,train,['0009113']
28483,3rkf.D.71,train,['0009113']
28484,3rkf.D.69,train,['0009113']
28485,3rkf.D.77,train,['0009113']
28486,3rkf.D.29,train,['0009113']
28487,3rkf.D.34,train,['0009113']
28488,3rkf.D.78,train,['0009113']
28489,3rkf.D.52,train,['0009113']
28490,3rkf.D.59,train,['0009113']
28491,3rkf.D.64,train,['0009113']
28492,3rkf.D.80,train,['0009113']
28493,3rkf.D.24,train,['0009113']
28494,3rkf.D.19,train,['0009113']
28495,3rkf.D.23,train,['0009113']
28496,3rkf.D.46,train,['0009113']
28497,3rkf.D.73,train,['0009113']
28498,3rkf.D.15,train,['0009113']
28499,3rkf.D.33,train,['0009113']
28500,3rkf.D.49,train,['0009113']
28501,3rkf.D.79,train,['0009113']
28502,3rkf.D.16,train,['0009113']
28503,3rkf.D.81,train,['0009113']
28504,3rkf.D.22,train,['0009113']
28505,3rkf.D.41,train,['0009113']
28506,3rkf.D.68,train,['0009113']
28507,3rkf.D.44,train,['0009113']
28508,3rkf.D.55,train,['0009113']
28509,3rkf.D.25,train,['0009113']
28510,3rkf.D.47,train,['0009113']
28511,3rkf.D.65,train,['0009113']
28512,3rkf.D.76,train,['0009113']
28513,3rkf.D.51,train,['0009113']
28514,3rkf.D.35,train,['0009113']
28515,3rkf.D.30,train,['0009113']
28516,3rkf.D.37,train,['0009113']
28517,3rkf.D.48,train,['0009113']
28518,3rkf.D.38,train,['0009113']
28519,3rkf.D.40,train,['0009113']
28520,3rkf.D.54,train,['0009113']
28521,3rkf.D.67,train,['0009113']
28522,3rkf.D.70,train,['0009113']
28523,3rkf.D.17,train,['0009113']
28524,3rkf.D.66,train,['0009113']
28525,3rkf.D.58,train,['0009113']
28526,3rkf.D.75,train,['0009113']
28527,2xo1.A.18,train,['0009113']
28528,2xo1.A.19,train,['0009113']
28529,2xo1.A.20,train,['0009113']
28530,2xo1.A.21,train,['0009113']
28531,2xo1.A.22,train,['0009113']
28532,2xo1.A.23,train,['0009113']
28533,2xo1.A.24,train,['0009113']
28534,2xo1.A.25,train,['0009113']
28535,2xo1.A.26,train,['0009113']
28536,2xo1.A.27,train,['0009113']
28537,2xo1.A.28,train,['0009113']
28538,2xo1.A.29,train,['0009113']
28539,2xo1.A.30,train,['0009113']
28540,2xo1.A.31,train,['0009113']
28541,2xo1.A.32,train,['0009113']
28542,2xo1.A.33,train,['0009113']
28543,2xo1.A.34,train,['0009113']
28544,2xo1.A.35,train,['0009113']
28545,2xo1.A.36,train,['0009113']
28546,2xo1.A.37,train,['0009113']
28547,2xo1.A.38,train,['0009113']
28548,2xo1.A.39,train,['0009113']
28549,2xo1.A.40,train,['0009113']
28550,2xo1.A.41,train,['0009113']
28551,2xo1.A.42,train,['0009113']
28552,2xo1.A.43,train,['0009113']
28553,2xo1.A.44,train,['0009113']
28554,2xo1.A.45,train,['0009113']
28555,2xo1.A.46,train,['0009113']
28556,2xo1.A.47,train,['0009113']
28557,2xo1.A.48,train,['0009113']
28558,2xo1.A.49,train,['0009113']
28559,2xo1.A.50,train,['0009113']
28560,2xo1.A.51,train,['0009113']
28561,2xo1.A.52,train,['0009113']
28562,2xo1.A.53,train,['0009113']
28563,2xo1.A.54,train,['0009113']
28564,2xo1.A.55,train,['0009113']
28565,2xo1.A.56,train,['0009113']
28566,2xo1.A.57,train,['0009113']
28567,2xo1.A.58,train,['0009113']
28568,2xo1.A.59,train,['0009113']
28569,2xo1.A.60,train,['0009113']
28570,2xo1.A.61,train,['0009113']
28571,2xo1.A.62,train,['0009113']
28572,2xo1.A.63,train,['0009113']
28573,2xo1.A.64,train,['0009113']
28574,2xo1.A.65,train,['0009113']
28575,2xo1.A.66,train,['0009113']
28576,2xo1.A.67,train,['0009113']
28577,2xo1.A.68,train,['0009113']
28578,2xo1.A.69,train,['0009113']
28579,2xo1.A.70,train,['0009113']
28580,2xo1.A.71,train,['0009113']
28581,2xo1.A.72,train,['0009113']
28582,2xo1.A.73,train,['0009113']
28583,2xo1.A.74,train,['0009113']
28584,2xo1.A.75,train,['0009113']
28585,2xo1.A.76,train,['0009113']
28586,2xo1.A.77,train,['0009113']
28587,2xo1.A.78,train,['0009113']
28588,2xo1.A.79,train,['0009113']
28589,2xo1.A.80,train,['0009113']
28590,1y26.X.15,val,['0009113']
28591,1y26.X.16,val,['0009113']
28592,1y26.X.17,val,['0009113']
28593,1y26.X.18,val,['0009113']
28594,1y26.X.19,val,['0009113']
28595,1y26.X.20,val,['0009113']
28596,1y26.X.21,val,['0009113']
28597,1y26.X.22,val,['0009113']
28598,1y26.X.23,val,['0009113']
28599,1y26.X.24,val,['0009113']
28600,1y26.X.25,val,['0009113']
28601,1y26.X.26,val,['0009113']
28602,1y26.X.27,val,['0009113']
28603,1y26.X.28,val,['0009113']
28604,1y26.X.29,val,['0009113']
28605,1y26.X.30,val,['0009113']
28606,1y26.X.31,val,['0009113']
28607,1y26.X.32,val,['0009113']
28608,1y26.X.33,val,['0009113']
28609,1y26.X.34,val,['0009113']
28610,1y26.X.35,val,['0009113']
28611,1y26.X.36,val,['0009113']
28612,1y26.X.37,val,['0009113']
28613,1y26.X.38,val,['0009113']
28614,1y26.X.39,val,['0009113']
28615,1y26.X.40,val,['0009113']
28616,1y26.X.41,val,['0009113']
28617,1y26.X.42,val,['0009113']
28618,1y26.X.43,val,['0009113']
