,residue,split,target
6061,5dhc.A.12,train,False
6062,5dhc.A.13,train,False
6063,5dhc.A.14,train,False
6064,5dhc.B.2,train,True
6065,5dhc.B.1,train,True
6066,5dhc.B.3,train,True
6067,5dhc.B.4,train,True
6068,5dhc.B.5,train,False
6069,5dhc.B.6,train,False
6070,5dhc.B.7,train,False
6071,5dhc.B.8,train,False
6072,5dhc.B.9,train,False
6073,5dhc.B.10,train,False
6074,5dhc.B.11,train,False
6075,5dhc.B.12,train,False
6076,5dhc.B.13,train,False
6077,5dhc.B.14,train,False
6078,5ed1.B.2,train,False
6079,5ed1.B.1,train,False
6080,5ed1.B.3,train,False
6081,5ed1.B.4,train,False
6082,5ed1.B.5,train,False
6083,5ed1.B.6,train,False
6084,5ed1.B.7,train,False
6085,5ed1.B.8,train,False
6086,5ed1.B.9,train,False
6087,5ed1.B.10,train,False
6088,5ed1.B.11,train,False
6089,5ed1.B.12,train,True
6090,5ed1.B.13,train,False
6091,5ed1.B.14,train,False
6092,5ed1.B.15,train,False
6093,5ed1.B.16,train,False
6094,5ed1.B.17,train,False
6095,5ed1.B.18,train,False
6096,5ed1.B.19,train,False
6097,5ed1.B.20,train,False
6098,5ed1.B.21,train,False
6099,5ed1.B.22,train,False
6100,5ed1.B.23,train,False
6101,5ed1.C.2,train,False
6102,5ed1.C.1,train,False
6103,5ed1.C.3,train,False
6104,5ed1.C.4,train,False
6105,5ed1.C.5,train,False
6106,5ed1.C.6,train,False
6107,5ed1.C.7,train,False
6108,5ed1.C.8,train,False
6109,5ed1.C.9,train,False
6110,5ed1.C.10,train,False
6111,5ed1.C.11,train,False
6112,5ed1.C.12,train,False
6113,5ed1.C.13,train,False
6114,5ed1.C.14,train,False
6115,5ed1.C.15,train,False
6116,5ed1.C.16,train,False
6117,5ed1.C.17,train,False
6118,5ed1.C.18,train,False
6119,5ed1.C.19,train,False
6120,5ed1.C.20,train,False
6121,5ed1.C.21,train,False
6122,5ed1.C.22,train,False
6123,5ed1.C.23,train,False
6124,5ed2.B.2,train,False
6125,5ed2.B.1,train,False
6126,5ed2.B.3,train,False
6127,5ed2.B.4,train,False
6128,5ed2.B.5,train,False
6129,5ed2.B.6,train,False
6130,5ed2.B.7,train,False
6131,5ed2.B.8,train,False
6132,5ed2.B.9,train,False
6133,5ed2.B.10,train,False
6134,5ed2.B.11,train,False
6135,5ed2.B.12,train,False
6136,5ed2.B.13,train,True
6137,5ed2.B.14,train,False
6138,5ed2.B.15,train,False
6139,5ed2.B.16,train,False
6140,5ed2.B.17,train,False
6141,5ed2.B.18,train,False
6142,5ed2.B.19,train,False
6143,5ed2.B.20,train,False
6144,5ed2.B.21,train,False
6145,5ed2.B.22,train,False
6146,5ed2.B.23,train,False
6147,5ed2.C.2,train,False
6148,5ed2.C.1,train,False
6149,5ed2.C.3,train,False
6150,5ed2.C.4,train,False
6151,5ed2.C.5,train,False
6152,5ed2.C.6,train,False
6153,5ed2.C.7,train,False
6154,5ed2.C.8,train,False
6155,5ed2.C.9,train,False
6156,5ed2.C.10,train,False
6157,5ed2.C.11,train,False
6158,5ed2.C.12,train,False
6159,5ed2.C.13,train,False
6160,5ed2.C.14,train,False
6161,5ed2.C.15,train,False
6162,5ed2.C.16,train,False
6163,5ed2.C.17,train,False
6164,5ed2.C.18,train,False
6165,5ed2.C.19,train,False
6166,5ed2.C.20,train,False
6167,5ed2.C.21,train,False
6168,5ed2.C.22,train,False
6169,5ed2.C.23,train,False
6170,5el4.3L.42,train,False
6171,5el4.3L.21,train,False
6172,5el4.3L.1,train,False
6173,5el4.3L.14,train,False
6174,5el4.3L.40,train,False
6175,5el4.3L.44,train,False
6176,5el4.3L.18,train,False
6177,5el4.3L.34,train,False
6178,5el4.3L.29,train,False
6179,5el4.3L.7,train,False
6180,5el4.3L.8,train,False
6181,5el4.3L.66,train,False
6182,5el4.3L.45,train,False
6183,5el4.3L.57,train,False
6184,5el4.3L.27,train,False
6185,5el4.3L.58,train,False
6186,5el4.3L.68,train,False
6187,5el4.3L.20,train,False
6188,5el4.3L.46,train,False
6189,5el4.3L.30,train,False
6190,5el4.3L.41,train,False
6191,5el4.3L.15,train,False
6192,5el4.3L.60,train,False
6193,5el4.3L.26,train,False
6194,5el4.3L.48,train,False
6195,5el4.3L.4,train,False
6196,5el4.3L.64,train,False
6197,5el4.3L.36,train,False
6198,5el4.3L.5,train,False
6199,5el4.3L.43,train,False
6200,5el4.3L.32,train,False
6201,5el4.3L.28,train,False
6202,5el4.3L.23,train,False
6203,5el4.3L.25,train,False
6204,5el4.3L.61,train,False
6205,5el4.3L.19,train,False
6206,5el4.3L.52,train,False
6207,5el4.3L.24,train,False
6208,5el4.3L.76,train,False
6209,5el4.3L.63,train,False
6210,5el4.3L.51,train,False
6211,5el4.3L.71,train,False
6212,5el4.3L.55,train,False
6213,5el4.3L.9,train,False
6214,5el4.3L.33,train,False
6215,5el4.3L.50,train,False
6216,5el4.3L.59,train,False
6217,5el4.3L.2,train,False
6218,5el4.3L.56,train,False
6219,5el4.3L.47,train,False
6220,5el4.3L.69,train,False
6221,5el4.3L.72,train,False
6222,5el4.3L.3,train,False
6223,5el4.3L.13,train,False
6224,5el4.3L.39,train,True
6225,5el4.3L.75,train,False
6226,5el4.3L.74,train,False
6227,5el4.3L.12,train,False
6228,5el4.3L.37,train,False
6229,5el4.3L.35,train,False
6230,5el4.3L.70,train,False
6231,5el4.3L.67,train,False
6232,5el4.3L.38,train,False
6233,5el4.3L.31,train,False
6234,5el4.3L.6,train,False
6235,5el4.3L.73,train,False
6236,5el4.3L.22,train,False
6237,5el4.3L.62,train,False
6238,5el4.3L.49,train,False
6239,5el4.3L.65,train,False
6240,5el4.3L.10,train,False
6241,5el4.3L.54,train,False
6242,5el4.3L.11,train,False
6243,5el4.3L.53,train,False
6244,5hnj.A.5,train,False
6245,5hnj.A.2,train,False
6246,5hnj.A.8,train,False
6247,5hnj.A.7,train,False
6248,5hnj.B.3,train,False
6249,5hnj.B.1,train,False
6250,5hnj.B.7,train,False
6251,5hnj.A.3,train,False
6252,5hnj.A.6,train,False
6253,5hnj.A.4,train,True
6254,5hnj.B.5,train,False
6255,5hnj.B.2,train,False
6256,5hnj.B.6,train,False
6257,5hnj.B.8,train,False
6258,5hnj.B.4,train,True
6259,5hnj.A.1,train,False
6260,5lqo.A.2,train,True
6261,5lqo.A.1,train,False
6262,5lqo.A.3,train,False
6263,5lqo.A.4,train,False
6264,5lqo.A.5,train,False
6265,5lqo.A.6,train,False
6266,5lqo.A.7,train,False
6267,5lqo.A.8,train,False
6268,5lqo.A.9,train,False
6269,5lqo.A.10,train,False
6270,5lqo.B.2,train,True
6271,5lqo.B.1,train,False
6272,5lqo.B.3,train,False
6273,5lqo.B.4,train,False
6274,5lqo.B.5,train,False
6275,5lqo.B.6,train,False
6276,5lqo.B.7,train,False
6277,5lqo.B.8,train,False
6278,5lqo.B.9,train,False
6279,5lqo.B.10,train,False
6280,5lr3.A.2,train,True
6281,5lr3.A.1,train,False
6282,5lr3.A.3,train,False
6283,5lr3.A.4,train,False
6284,5lr3.A.5,train,False
6285,5lr3.A.6,train,False
6286,5lr3.A.7,train,False
6287,5lr3.A.8,train,False
6288,5lr3.A.9,train,False
6289,5lr3.A.10,train,False
6290,5lr3.B.2,train,True
6291,5lr3.B.1,train,False
6292,5lr3.B.3,train,False
6293,5lr3.B.4,train,False
6294,5lr3.B.5,train,False
6295,5lr3.B.6,train,False
6296,5lr3.B.7,train,False
6297,5lr3.B.8,train,False
6298,5lr3.B.9,train,False
6299,5lr3.B.10,train,False
6300,5lr5.A.2,train,False
6301,5lr5.A.1,train,False
6302,5lr5.A.3,train,True
6303,5lr5.A.4,train,False
6304,5lr5.A.5,train,False
6305,5lr5.A.6,train,False
6306,5lr5.A.7,train,False
6307,5lr5.A.8,train,False
6308,5lr5.A.9,train,True
6309,5lr5.A.10,train,False
6310,5lr5.B.2,train,False
6311,5lr5.B.1,train,False
6312,5lr5.B.3,train,True
6313,5lr5.B.4,train,False
6314,5lr5.B.5,train,False
6315,5lr5.B.6,train,False
6316,5lr5.B.7,train,False
6317,5lr5.B.8,train,False
6318,5lr5.B.9,train,True
6319,5lr5.B.10,train,False
6320,5lys.A.25,test,False
6321,5lys.A.24,test,False
6322,5lys.A.26,test,False
6323,5lys.A.27,test,False
6324,5lys.A.28,test,False
6325,5lys.A.29,test,False
6326,5lys.A.30,test,False
6327,5lys.A.31,test,False
6328,5lys.A.32,test,False
6329,5lys.A.33,test,False
6330,5lys.A.34,test,False
6331,5lys.A.35,test,False
6332,5lys.A.36,test,False
6333,5lys.A.37,test,False
6334,5lys.A.38,test,False
6335,5lys.A.39,test,False
6336,5lys.A.40,test,False
6337,5lys.A.41,test,False
6338,5lys.A.42,test,False
6339,5lys.A.43,test,False
6340,5lys.A.44,test,False
6341,5lys.A.45,test,False
6342,5lys.A.46,test,False
6343,5lys.A.47,test,False
6344,5lys.A.48,test,False
6345,5lys.A.61,test,False
6346,5lys.A.60,test,False
6347,5lys.A.62,test,False
6348,5lys.A.63,test,False
6349,5lys.A.64,test,False
6350,5lys.A.65,test,False
6351,5lys.A.66,test,False
6352,5lys.A.67,test,False
6353,5lys.A.68,test,False
6354,5lys.A.69,test,False
6355,5lys.A.70,test,False
6356,5lys.A.71,test,False
6357,5lys.A.72,test,False
6358,5lys.A.73,test,False
6359,5lys.A.74,test,False
6360,5lys.A.75,test,False
6361,5lys.A.76,test,False
6362,5lys.A.77,test,False
6363,5lys.A.78,test,False
6364,5lys.A.79,test,False
6365,5lys.A.80,test,False
6366,5lys.A.81,test,False
6367,5lys.A.82,test,False
6368,5lys.A.83,test,False
6369,5lys.A.84,test,False
6370,5lys.A.85,test,False
6371,5lys.A.86,test,False
6372,5lys.A.87,test,True
6373,5ndh.A.2,val,True
6374,5ndh.A.1,val,False
6375,5ndh.A.3,val,False
6376,5ndh.A.4,val,False
6377,5ndh.A.5,val,False
6378,5ndh.A.6,val,False
6379,5ndh.A.7,val,False
6380,5ndh.A.8,val,False
6381,5ndh.A.9,val,False
6382,5ndh.A.10,val,False
6383,5ndh.A.11,val,False
6384,5ndh.A.12,val,False
6385,5ndh.A.13,val,False
6386,5ndh.A.14,val,False
6387,5ndh.A.15,val,False
6388,5ndh.A.16,val,False
6389,5ndh.C.2,val,True
6390,5ndh.C.1,val,False
6391,5ndh.C.3,val,False
6392,5ndh.C.4,val,False
6393,5ndh.C.5,val,False
6394,5ndh.C.6,val,False
6395,5ndh.C.7,val,False
6396,5ndh.C.8,val,False
6397,5ndh.C.9,val,False
6398,5ndh.C.10,val,False
6399,5ndh.C.11,val,False
6400,5ndh.C.12,val,False
6401,5ndh.C.13,val,False
6402,5ndh.C.14,val,False
6403,5ndh.C.15,val,False
6404,5ndh.C.16,val,False
6405,5ndi.A.2,train,False
6406,5ndi.A.1,train,False
6407,5ndi.A.3,train,False
6408,5ndi.A.4,train,False
6409,5ndi.A.5,train,False
6410,5ndi.A.6,train,False
6411,5ndi.A.7,train,False
6412,5ndi.A.8,train,False
6413,5ndi.A.9,train,False
6414,5ndi.A.10,train,False
6415,5ndi.A.11,train,False
6416,5ndi.A.12,train,False
6417,5ndi.A.13,train,False
6418,5ndi.A.14,train,False
6419,5ndi.A.15,train,False
6420,5ndi.A.16,train,False
6421,5ndi.A.17,train,True
6422,5ndi.A.18,train,False
6423,5ndi.A.19,train,False
6424,5ndi.A.20,train,False
6425,5ndi.B.2,train,False
6426,5ndi.B.1,train,False
6427,5ndi.B.3,train,False
6428,5ndi.B.4,train,False
6429,5ndi.B.5,train,False
6430,5ndi.B.6,train,False
6431,5ndi.B.7,train,False
6432,5ndi.B.8,train,False
6433,5ndi.B.9,train,False
6434,5ndi.B.10,train,False
6435,5ndi.B.11,train,False
6436,5ndi.B.12,train,False
6437,5ndi.B.13,train,False
6438,5ndi.B.14,train,False
6439,5ndi.B.15,train,False
6440,5ndi.B.16,train,False
6441,5ndi.B.17,train,True
6442,5ndi.B.18,train,False
6443,5ndi.B.19,train,False
6444,5ndi.B.20,train,False
6445,5t16.G.2,train,False
6446,5t16.G.1,train,False
6447,5t16.G.3,train,True
6448,5t16.G.4,train,False
6449,5t16.G.5,train,False
6450,5t16.G.6,train,False
6451,5t16.G.7,train,False
6452,5t16.G.8,train,False
6453,5t16.G.9,train,False
6454,5t16.G.10,train,False
6455,5t16.G.11,train,False
6456,5t16.G.12,train,False
6457,5t16.G.13,train,False
6458,5t16.G.14,train,False
6459,5t16.G.15,train,False
6460,5t16.G.16,train,False
6461,5t16.G.17,train,False
6462,5t16.G.18,train,False
6463,5t16.G.19,train,False
6464,5t16.G.20,train,False
6465,5t16.G.21,train,False
6466,5t16.G.22,train,False
6467,5t16.G.23,train,False
6468,5t16.G.24,train,False
6469,5t16.G.25,train,False
6470,5t16.G.26,train,False
6471,5t16.G.27,train,False
6472,5t16.G.28,train,False
6473,5t16.G.29,train,False
6474,5t16.G.30,train,False
6475,5t16.G.31,train,False
6476,5t16.G.32,train,False
6477,5t16.G.33,train,False
6478,5t16.G.34,train,False
6479,5t16.H.2,train,False
6480,5t16.H.1,train,False
6481,5t16.H.3,train,True
6482,5t16.H.4,train,False
6483,5t16.H.5,train,False
6484,5t16.H.6,train,False
6485,5t16.H.7,train,False
6486,5t16.H.8,train,False
6487,5t16.H.9,train,False
6488,5t16.H.10,train,False
6489,5t16.H.11,train,False
6490,5t16.H.12,train,False
6491,5t16.H.13,train,False
6492,5t16.H.14,train,False
6493,5t16.H.15,train,False
6494,5t16.H.16,train,False
6495,5t16.H.17,train,False
6496,5t16.H.18,train,False
6497,5t16.H.19,train,False
6498,5t16.H.20,train,False
6499,5t16.H.21,train,False
6500,5t16.H.22,train,False
6501,5t16.H.23,train,False
6502,5t16.H.24,train,False
6503,5t16.H.25,train,False
6504,5t16.H.26,train,False
6505,5t16.H.27,train,False
6506,5t16.H.28,train,False
6507,5t16.H.29,train,False
6508,5t16.H.30,train,False
6509,5t16.H.31,train,False
6510,5t16.H.32,train,False
6511,5t16.H.33,train,False
6512,5t16.H.34,train,False
6513,5t3k.A.2,train,False
6514,5t3k.A.1,train,False
6515,5t3k.A.3,train,False
6516,5t3k.A.4,train,False
6517,5t3k.A.5,train,False
6518,5t3k.A.6,train,False
6519,5t3k.A.7,train,False
6520,5t3k.A.8,train,False
6521,5t3k.A.9,train,False
6522,5t3k.A.10,train,False
6523,5t3k.A.11,train,False
6524,5t3k.A.12,train,False
6525,5t3k.A.13,train,False
6526,5t3k.A.14,train,False
6527,5t3k.A.15,train,False
6528,5t3k.A.16,train,False
6529,5t3k.A.17,train,False
6530,5t3k.B.21,train,False
6531,5t3k.B.20,train,False
6532,5t3k.B.22,train,False
6533,5t3k.B.23,train,False
6534,5t3k.B.24,train,False
6535,5t3k.B.25,train,True
6536,5t3k.B.26,train,False
6537,5t3k.B.27,train,False
6538,5t3k.B.28,train,False
6539,5t3k.B.29,train,False
6540,5t3k.B.30,train,False
6541,5t3k.B.31,train,False
6542,5t3k.B.32,train,False
6543,5t3k.B.33,train,False
6544,5t3k.B.34,train,False
6545,5t3k.B.35,train,False
6546,5t5h.B.571,val,False
6547,5t5h.B.562,val,False
6548,5t5h.B.576,val,False
6549,5t5h.B.568,val,False
6550,5t5h.B.573,val,False
6551,5t5h.B.566,val,False
6552,5t5h.B.564,val,True
6553,5t5h.B.574,val,False
6554,5t5h.B.577,val,False
6555,5t5h.B.567,val,False
6556,5t5h.B.570,val,False
6557,5t5h.B.569,val,False
6558,5t5h.B.565,val,False
6559,5t5h.B.572,val,False
6560,5t5h.B.563,val,False
6561,5t5h.B.575,val,False
6562,5uz6.B.2,train,False
6563,5uz6.B.6,train,False
6564,5uz6.A.12,train,False
6565,5uz6.A.19,train,False
6566,5uz6.A.25,train,False
6567,5uz6.B.7,train,False
6568,5uz6.A.9,train,True
6569,5uz6.A.16,train,False
6570,5uz6.A.20,train,False
6571,5uz6.A.24,train,False
6572,5uz6.A.14,train,False
6573,5uz6.A.23,train,False
6574,5uz6.A.21,train,False
6575,5uz6.A.7,train,False
6576,5uz6.A.15,train,False
6577,5uz6.A.26,train,False
6578,5uz6.A.8,train,True
6579,5uz6.A.13,train,False
6580,5uz6.B.1,train,True
6581,5uz6.B.4,train,False
6582,5uz6.A.6,train,False
6583,5uz6.A.5,train,False
6584,5uz6.A.10,train,False
6585,5uz6.A.22,train,False
6586,5uz6.A.17,train,False
6587,5uz6.B.5,train,False
6588,5uz6.A.11,train,False
6589,5uz6.A.3,train,False
6590,5uz6.B.3,train,False
6591,5uz6.A.18,train,False
6592,5uz6.A.2,train,False
6593,5uz6.B.8,train,False
6594,5uz6.A.4,train,False
6595,5v1k.A.102,val,False
6596,5v1k.A.101,val,False
6597,5v1k.A.103,val,False
6598,5v1k.A.104,val,False
6599,5v1k.A.105,val,False
6600,5v1k.A.106,val,False
6601,5v1k.A.107,val,True
6602,5v1k.A.108,val,True
6603,5v1k.A.109,val,False
6604,5v1k.A.110,val,False
6605,5v1k.A.111,val,False
6606,5v1k.A.112,val,False
6607,5v1k.B.202,val,False
6608,5v1k.B.201,val,False
6609,5v1k.B.203,val,False
6610,5v1k.B.204,val,False
6611,5v1k.B.205,val,False
6612,5v1k.B.206,val,False
6613,5v1k.B.207,val,True
6614,5v1k.B.208,val,True
6615,5v1k.B.209,val,False
6616,5v1k.B.210,val,False
6617,5v1k.B.211,val,False
6618,5v1k.B.212,val,False
6619,5voe.A.2,test,False
6620,5voe.A.1,test,False
6621,5voe.A.3,test,False
6622,5voe.A.4,test,False
6623,5voe.A.5,test,False
6624,5voe.A.6,test,True
6625,5voe.A.7,test,True
6626,5voe.A.8,test,True
6627,5voe.A.9,test,True
6628,5voe.A.10,test,False
6629,5voe.A.11,test,False
6630,5voe.A.12,test,True
6631,5voe.A.13,test,False
6632,5voe.A.14,test,False
6633,5voe.A.15,test,False
6634,5voe.A.16,test,False
6635,5voe.A.17,test,True
6636,5voe.A.18,test,False
6637,5voe.A.19,test,False
6638,5voe.A.20,test,True
6639,5voe.A.21,test,False
6640,5voe.A.22,test,True
6641,5voe.A.23,test,True
6642,5voe.A.24,test,True
6643,5voe.A.25,test,False
6644,5voe.A.26,test,False
6645,5voe.A.27,test,True
6646,5voe.A.28,test,True
6647,5voe.A.29,test,True
6648,5voe.A.30,test,True
6649,5voe.A.31,test,False
6650,5voe.A.32,test,True
6651,5voe.A.33,test,True
6652,5voe.A.34,test,True
6653,5voe.A.35,test,True
6654,5voe.A.36,test,True
6655,6bsi.R.4,test,False
6656,6bsi.R.3,test,False
6657,6bsi.R.5,test,True
6658,6bsi.R.6,test,False
6659,6bsi.R.7,test,False
6660,6bsi.R.8,test,False
6661,6bsi.R.9,test,False
6662,6bsi.R.10,test,False
6663,6bsi.R.11,test,False
6664,6bsi.R.12,test,False
6665,6bsi.R.13,test,False
6666,6bsi.R.14,test,False
6667,6bsi.R.15,test,False
6668,6bsi.R.16,test,False
6669,6bsi.R.17,test,False
6670,6bsi.R.18,test,False
6671,6bsi.R.19,test,False
6672,6bsi.R.20,test,False
6673,6bsi.R.21,test,False
6674,6bsi.R.22,test,False
6675,6bsi.R.23,test,False
6676,6bsi.R.24,test,False
6677,6bsi.R.25,test,False
6678,6bsi.R.26,test,False
6679,6bsi.R.27,test,False
6680,6dlr.A.2,train,False
6681,6dlr.A.1,train,False
6682,6dlr.A.3,train,False
6683,6dlr.A.4,train,False
6684,6dlr.A.5,train,False
6685,6dlr.A.6,train,False
6686,6dlr.A.7,train,False
6687,6dlr.A.8,train,False
6688,6dlr.A.9,train,False
6689,6dlr.A.10,train,False
6690,6dlr.A.11,train,False
6691,6dlr.A.12,train,False
6692,6dlr.A.13,train,False
6693,6dlr.A.14,train,False
6694,6dlr.A.15,train,False
6695,6dlr.A.16,train,False
6696,6dlr.A.17,train,False
6697,6dlr.A.18,train,False
6698,6dlr.A.19,train,False
6699,6dlr.A.20,train,False
6700,6dlr.A.21,train,False
6701,6dlr.A.22,train,False
6702,6dlr.A.23,train,False
6703,6dlr.A.24,train,False
6704,6dlr.A.25,train,False
6705,6dlr.A.26,train,False
6706,6dlr.A.27,train,False
6707,6dlr.A.28,train,False
6708,6dlr.A.29,train,False
6709,6dlr.A.30,train,False
6710,6dlr.A.31,train,False
6711,6dlr.A.32,train,False
6712,6dlr.A.33,train,False
6713,6dlr.A.34,train,False
6714,6dlr.A.35,train,False
6715,6dlr.A.36,train,False
6716,6dlr.A.37,train,False
6717,6dlr.A.38,train,False
6718,6dlr.A.39,train,False
6719,6dlr.A.40,train,False
6720,6dlr.A.41,train,False
6721,6dlr.A.42,train,False
6722,6dlr.A.43,train,False
6723,6dlr.A.44,train,False
6724,6dlr.A.45,train,False
6725,6dlr.A.46,train,False
6726,6dlr.A.47,train,False
6727,6dlr.A.48,train,False
6728,6dlr.A.49,train,False
6729,6dlr.A.50,train,False
6730,6dlr.A.51,train,False
6731,6dlr.A.52,train,False
6732,6dlr.A.53,train,False
6733,6dlr.A.54,train,False
6734,6dlr.A.55,train,False
6735,6dlr.A.56,train,False
6736,6dlr.A.57,train,False
6737,6dlr.A.58,train,False
6738,6dlr.A.59,train,False
6739,6dlr.A.60,train,False
6740,6dlr.A.61,train,False
6741,6dlr.A.62,train,False
6742,6dlr.A.63,train,False
6743,6dlr.A.64,train,False
6744,6dlr.A.65,train,False
6745,6dlr.A.66,train,False
6746,6dlr.A.67,train,False
6747,6dlr.A.68,train,False
6748,6dlr.A.69,train,False
6749,6dlr.A.70,train,False
6750,6dlr.A.71,train,False
6751,6dlr.A.72,train,False
6752,6dlr.A.73,train,False
6753,6dlr.A.74,train,False
6754,6dlr.A.75,train,False
6755,6dlr.A.76,train,False
6756,6dlr.A.77,train,False
6757,6dlr.A.78,train,False
6758,6dlr.A.79,train,False
6759,6dlr.A.80,train,False
6760,6dlr.A.81,train,False
6761,6dlr.A.82,train,False
6762,6dlr.A.83,train,False
6763,6dlr.A.84,train,False
6764,6dlr.A.85,train,False
6765,6dlr.A.86,train,False
6766,6dlr.A.87,train,False
6767,6dlr.A.88,train,False
6768,6dlr.A.89,train,False
6769,6dlr.A.90,train,False
6770,6dlr.A.91,train,False
6771,6dlr.A.92,train,False
6772,6dlr.A.93,train,False
6773,6dlr.A.94,train,False
6774,6dlr.A.95,train,False
6775,6dlr.A.96,train,False
6776,6dlr.A.97,train,False
6777,6dlr.A.98,train,False
6778,6dlr.A.99,train,False
6779,6dlr.A.100,train,False
6780,6dlr.A.101,train,False
6781,6dlr.A.102,train,False
6782,6dlr.A.103,train,False
6783,6dlr.A.104,train,False
6784,6dlr.A.105,train,False
6785,6dlr.A.106,train,False
6786,6dlr.A.107,train,True
6787,6dme.A.3,train,False
6788,6dme.A.2,train,False
6789,6dme.A.4,train,False
6790,6dme.A.5,train,False
6791,6dme.A.6,train,False
6792,6dme.A.7,train,False
6793,6dme.A.8,train,False
6794,6dme.A.9,train,False
6795,6dme.A.10,train,False
6796,6dme.A.11,train,False
6797,6dme.A.12,train,False
6798,6dme.A.13,train,False
6799,6dme.A.14,train,False
6800,6dme.A.15,train,False
6801,6dme.A.16,train,False
6802,6dme.A.17,train,False
6803,6dme.A.18,train,False
6804,6dme.A.19,train,False
6805,6dme.A.20,train,False
6806,6dme.A.21,train,False
6807,6dme.A.22,train,False
6808,6dme.A.23,train,False
6809,6dme.A.24,train,False
6810,6dme.A.25,train,False
6811,6dme.A.26,train,False
6812,6dme.A.27,train,False
6813,6dme.A.28,train,False
6814,6dme.A.29,train,False
6815,6dme.A.30,train,False
6816,6dme.A.31,train,False
6817,6dme.A.32,train,False
6818,6dme.A.33,train,False
6819,6dme.A.34,train,False
6820,6dme.A.35,train,False
6821,6dme.A.36,train,False
6822,6dme.A.37,train,False
6823,6dme.A.38,train,False
6824,6dme.A.39,train,False
6825,6dme.A.40,train,False
6826,6dme.A.41,train,False
6827,6dme.A.42,train,False
6828,6dme.A.43,train,False
6829,6dme.A.44,train,False
6830,6dme.A.45,train,False
6831,6dme.A.46,train,False
6832,6dme.A.47,train,False
6833,6dme.A.48,train,False
6834,6dme.A.49,train,False
6835,6dme.A.50,train,False
6836,6dme.A.51,train,False
6837,6dme.A.52,train,False
6838,6dme.A.53,train,False
6839,6dme.A.54,train,False
6840,6dme.A.55,train,False
6841,6dme.A.56,train,False
6842,6dme.A.57,train,False
6843,6dme.A.58,train,False
6844,6dme.A.59,train,False
6845,6dme.A.60,train,False
6846,6dme.A.61,train,False
6847,6dme.A.62,train,False
6848,6dme.A.63,train,False
6849,6dme.A.64,train,False
6850,6dme.A.65,train,False
6851,6dme.A.66,train,False
6852,6dme.A.67,train,False
6853,6dme.A.68,train,False
6854,6dme.A.69,train,False
6855,6dme.A.70,train,False
6856,6dme.A.71,train,False
6857,6dme.A.72,train,False
6858,6dme.A.73,train,False
6859,6dme.A.74,train,False
6860,6dme.A.75,train,False
6861,6dme.A.76,train,False
6862,6dme.A.77,train,False
6863,6dme.A.78,train,False
6864,6dme.A.79,train,False
6865,6dme.A.80,train,False
6866,6dme.A.81,train,False
6867,6dme.A.82,train,False
6868,6dme.A.83,train,False
6869,6dme.A.84,train,False
6870,6dme.A.85,train,False
6871,6dme.A.86,train,False
6872,6dme.A.87,train,False
6873,6dme.A.88,train,False
6874,6dme.A.89,train,False
6875,6dme.A.90,train,False
6876,6dme.A.91,train,False
6877,6dme.A.92,train,False
6878,6dme.A.93,train,False
6879,6dme.A.94,train,False
6880,6dme.A.95,train,False
6881,6dme.A.96,train,False
6882,6dme.A.97,train,False
6883,6dme.A.98,train,False
6884,6dme.A.99,train,False
6885,6dme.A.100,train,False
6886,6dme.A.101,train,False
6887,6dme.A.102,train,True
6888,6fz0.A.2,train,False
6889,6fz0.A.1,train,False
6890,6fz0.A.3,train,False
6891,6fz0.A.4,train,True
6892,6fz0.A.5,train,False
6893,6fz0.A.6,train,False
6894,6fz0.A.7,train,False
6895,6fz0.A.8,train,False
6896,6fz0.A.9,train,False
6897,6fz0.A.10,train,False
6898,6fz0.A.11,train,False
6899,6fz0.A.12,train,False
6900,6fz0.A.13,train,False
6901,6fz0.A.14,train,False
6902,6fz0.A.15,train,False
6903,6fz0.A.16,train,False
6904,6fz0.A.17,train,False
6905,6fz0.A.18,train,False
6906,6fz0.A.19,train,False
6907,6fz0.A.20,train,False
6908,6fz0.A.21,train,False
6909,6fz0.A.22,train,False
6910,6fz0.A.23,train,False
6911,6fz0.A.24,train,False
6912,6fz0.A.25,train,False
6913,6fz0.A.26,train,False
6914,6fz0.A.27,train,False
6915,6fz0.A.28,train,False
6916,6fz0.A.29,train,False
6917,6fz0.A.30,train,False
6918,6fz0.A.31,train,False
6919,6fz0.A.32,train,False
6920,6fz0.A.38,train,False
6921,6fz0.A.37,train,False
6922,6fz0.A.39,train,False
6923,6fz0.A.40,train,False
6924,6fz0.A.41,train,False
6925,6fz0.A.42,train,False
6926,6fz0.A.43,train,False
6927,6fz0.A.44,train,False
6928,6fz0.A.45,train,False
6929,6fz0.A.46,train,False
6930,6fz0.A.47,train,False
6931,6fz0.A.48,train,False
6932,6fz0.A.49,train,False
6933,6fz0.A.50,train,False
6934,6fz0.A.51,train,False
6935,6fz0.A.52,train,False
6936,6g90.I.0,train,False
6937,6g90.1.159,train,False
6938,6g90.1.158,train,False
6939,6g90.1.552,train,False
6940,6g90.1.49,train,False
6941,6g90.1.46,train,False
6942,6g90.1.165,train,False
6943,6g90.1.50,train,False
6944,6g90.I.-1,train,False
6945,6g90.1.554,train,False
6946,6g90.1.539,train,False
6947,6g90.1.22,train,False
6948,6g90.1.33,train,False
6949,6g90.1.55,train,False
6950,6g90.1.51,train,False
6951,6g90.1.166,train,False
